case,min,max,case_duration_minutes,loan_success,LoanGoal,LoanOutcome
Application_246227284,2016-01-31 09:41:08.142,2016-02-25 07:56:49.071,35895.68215,1,Extra spending limit,Success
Application_246311204,2016-12-01 17:29:34.954,2016-12-30 15:04:04.160,41614.48676666666,0,Extra spending limit,Fail
Application_246462258,2016-10-12 13:16:02.793,2016-10-24 08:37:04.198,17001.023416666667,1,Home improvement,Success
Application_24648067,2016-01-04 10:42:16.359,2016-01-15 10:14:48.703,15812.539066666668,1,Caravan / Camper,Success
Application_246521681,2016-02-11 14:33:18.720,2016-02-19 11:51:49.266,11358.5091,0,Existing loan takeover,Fail
Application_246692114,2016-08-30 19:46:49.787,2016-09-06 17:21:20.583,9934.513266666667,1,Car,Success
Application_246705993,2016-07-26 10:57:59.618,2016-08-05 10:45:45.441,14387.763716666666,1,Existing loan takeover,Success
Application_246711110,2016-09-23 12:05:21.594,2016-10-24 08:16:39.695,44411.30168333333,1,Home improvement,Success
Application_246715140,2016-01-21 22:04:24.485,2016-02-24 13:05:46.469,48421.366400000006,1,Home improvement,Success
Application_246845710,2016-06-11 11:12:48.046,2016-07-01 15:09:00.615,29036.209483333332,1,Home improvement,Success
Application_246862903,2016-06-06 10:57:15.209,2016-06-14 13:09:14.896,11651.994783333334,1,Motorcycle,Success
Application_246889043,2016-08-28 15:22:12.653,2016-09-30 08:00:29.967,47078.28856666666,0,Remaining debt home,Fail
Application_24690046,2016-06-30 22:03:38.620,2016-07-21 16:15:15.320,29891.611666666668,0,Car,Fail
Application_246937323,2016-05-29 23:19:08.665,2016-07-03 08:00:22.909,49481.2374,0,Car,Fail
Application_246939886,2016-08-02 19:23:31.894,2016-08-04 17:46:26.476,2782.9096999999997,0,Car,Fail
Application_246992730,2016-08-10 16:22:26.383,2016-09-06 10:12:53.607,38510.453733333336,0,Home improvement,Fail
Application_247014049,2016-12-19 10:26:08.923,2017-01-19 08:00:24.191,44494.25446666667,0,Home improvement,Fail
Application_247080311,2016-05-04 16:29:52.768,2016-06-06 08:00:44.110,47010.8557,0,Car,Fail
Application_247180552,2016-11-17 18:35:52.752,2016-12-01 14:59:14.447,19943.361583333335,0,Car,Fail
Application_247218780,2016-08-19 18:56:44.492,2016-09-22 08:00:31.240,48303.77913333334,0,Home improvement,Fail
Application_247317164,2016-10-27 14:04:28.763,2016-11-08 11:18:35.306,17114.10905,1,Extra spending limit,Success
Application_247469104,2016-09-24 09:30:22.642,2016-10-25 08:02:52.267,44552.49375,0,Car,Fail
Application_247634648,2016-09-16 15:02:49.324,2016-10-18 08:00:05.796,45657.27453333334,0,Car,Fail
Application_247748615,2016-05-30 10:22:51.879,2016-06-03 16:31:58.326,6129.1074499999995,1,Unknown,Success
Application_247840928,2016-02-22 09:37:56.989,2016-03-08 15:14:31.466,21936.574616666665,1,Home improvement,Success
Application_247893261,2016-02-26 12:56:47.351,2016-04-04 17:15:29.911,54978.70933333333,0,Car,Fail
Application_247978091,2016-05-12 20:16:59.984,2016-06-07 12:27:04.680,36970.078266666664,0,Car,Fail
Application_248034274,2016-06-20 22:08:57.962,2016-07-04 13:13:41.443,19624.72468333333,0,Car,Fail
Application_248058244,2016-08-11 10:08:58.922,2016-09-11 08:00:10.182,44511.187666666665,0,Car,Fail
Application_24805844,2016-04-12 20:47:50.717,2016-05-14 08:16:48.860,45328.96905,0,Existing loan takeover,Fail
Application_248085560,2016-02-26 12:23:07.137,2016-03-28 08:00:41.539,44377.573366666664,0,"Other, see explanation",Fail
Application_248150780,2016-06-27 14:25:32.470,2016-07-11 11:07:00.507,19961.467283333335,1,"Other, see explanation",Success
Application_248235615,2016-01-15 16:52:07.996,2016-01-29 08:43:56.803,19671.81345,1,Car,Success
Application_248335808,2016-03-21 08:35:47.180,2016-04-22 08:00:51.739,46045.07598333333,0,Car,Fail
Application_248337955,2016-07-08 19:13:44.598,2016-07-18 17:00:22.798,14266.636666666665,0,Home improvement,Fail
Application_248359701,2016-04-28 20:09:49.515,2016-05-12 13:26:32.566,19756.717516666668,1,Car,Success
Application_248389348,2016-05-30 09:54:35.637,2016-06-20 15:32:05.371,30577.495566666665,1,Home improvement,Success
Application_248502899,2016-05-16 14:49:20.566,2016-06-07 11:08:10.110,31458.825733333335,0,Existing loan takeover,Fail
Application_248613166,2016-12-14 20:55:44.792,2016-12-22 16:37:47.095,11262.038383333333,0,Home improvement,Fail
Application_24862267,2016-04-14 17:00:53.854,2016-05-23 09:11:43.447,55690.82655,1,Remaining debt home,Success
Application_248663819,2016-08-22 16:39:25.315,2016-09-24 08:14:24.843,47014.99213333333,0,Existing loan takeover,Fail
Application_248714087,2016-01-17 13:01:31.178,2016-02-29 08:01:08.455,61619.62128333333,0,Car,Fail
Application_248729462,2016-03-08 12:09:44.731,2016-04-14 08:00:58.615,53031.231400000004,0,Home improvement,Fail
Application_248861723,2016-08-18 11:19:10.938,2016-08-29 10:23:28.931,15784.299883333333,1,Existing loan takeover,Success
Application_248922690,2016-01-25 10:33:53.237,2016-01-26 15:27:59.661,1734.1070666666667,1,Unknown,Success
Application_249052840,2016-07-22 11:24:04.400,2016-08-26 08:00:12.181,50196.12968333333,0,Home improvement,Fail
Application_249195025,2016-08-26 12:44:01.184,2016-09-22 10:35:38.915,38751.62885,1,Home improvement,Success
Application_249437501,2016-11-07 14:42:57.479,2016-12-08 09:49:27.645,44346.50276666667,0,Unknown,Fail
Application_249482501,2016-04-26 10:17:07.018,2016-05-12 11:07:06.279,23089.987683333333,1,Home improvement,Success
Application_249543757,2016-08-18 11:25:33.275,2016-09-22 08:00:26.656,50194.889683333335,0,Car,Fail
Application_249560121,2016-06-14 09:29:23.957,2016-06-23 15:04:27.628,13295.061183333333,1,Unknown,Success
Application_249658126,2016-01-11 12:20:46.963,2016-02-12 14:24:41.407,46203.907400000004,1,Home improvement,Success
Application_249685016,2016-10-02 23:23:45.235,2016-10-14 14:24:57.239,16741.200066666664,0,"Other, see explanation",Fail
Application_249751634,2016-07-29 10:44:14.527,2016-08-29 08:00:32.672,44476.302416666666,0,Home improvement,Fail
Application_249910385,2016-10-10 16:07:30.484,2016-10-18 11:04:35.658,11217.086233333333,1,Home improvement,Success
Application_250052548,2016-10-02 22:03:29.543,2016-10-08 18:53:33.562,8450.066983333332,1,Home improvement,Success
Application_250077480,2016-07-08 11:22:26.551,2016-07-19 10:26:14.197,15783.7941,0,Home improvement,Fail
Application_250158591,2016-10-18 09:47:20.685,2016-10-31 13:06:18.756,18918.96785,0,Existing loan takeover,Fail
Application_250159106,2016-03-06 21:41:29.235,2016-03-21 12:47:57.254,21066.466983333336,1,Car,Success
Application_250165774,2016-11-17 17:25:58.337,2016-12-03 16:04:58.088,22958.99585,0,Car,Fail
Application_250197985,2016-02-13 13:16:55.845,2016-02-24 10:54:14.292,15697.30745,1,Home improvement,Success
Application_250211561,2016-01-29 16:59:14.771,2016-02-16 14:48:51.303,25789.608866666666,1,Unknown,Success
Application_250213551,2016-02-26 11:37:29.698,2016-04-18 16:44:06.889,75186.61984999999,1,Remaining debt home,Success
Application_250245996,2016-06-06 13:38:10.346,2016-06-22 15:22:02.853,23143.875116666666,1,Caravan / Camper,Success
Application_250395760,2016-09-21 09:24:33.324,2016-10-23 08:00:14.850,45995.6921,0,Car,Fail
Application_250438332,2016-08-15 21:42:28.216,2016-08-25 17:26:14.065,14143.76415,1,Car,Success
Application_250545532,2016-02-10 23:01:34.635,2016-03-23 11:47:30.834,59805.93665,1,Car,Success
Application_25063668,2016-10-27 12:38:20.793,2016-11-10 10:59:09.397,20060.81006666667,1,Car,Success
Application_250664703,2016-07-25 18:42:38.318,2016-08-27 08:00:30.500,46877.8697,0,Home improvement,Fail
Application_250709803,2016-06-20 16:52:48.236,2016-07-04 10:39:41.063,19786.88045,1,"Other, see explanation",Success
Application_250783744,2016-10-12 08:45:41.684,2016-10-24 08:23:42.241,17258.009283333333,1,Car,Success
Application_250840958,2016-05-05 16:00:15.998,2016-05-20 11:57:23.148,21357.119166666664,1,Home improvement,Success
Application_250858232,2016-06-03 09:40:44.773,2016-07-22 08:36:53.667,70496.14823333334,1,"Other, see explanation",Success
Application_250938982,2016-07-29 10:10:49.553,2016-08-31 08:00:25.976,47389.60705,0,Car,Fail
Application_250994267,2016-02-19 14:43:07.608,2016-03-24 08:01:06.908,48557.98833333333,0,"Other, see explanation",Fail
Application_251017299,2016-08-22 17:10:11.734,2016-09-12 13:17:02.274,30006.842333333334,0,Existing loan takeover,Fail
Application_251084682,2016-04-22 19:13:58.995,2016-05-11 13:13:34.466,26999.59118333333,1,Car,Success
Application_251097614,2016-10-06 17:15:44.887,2016-11-10 08:00:27.976,49844.71815,0,Existing loan takeover,Fail
Application_251117652,2016-12-29 11:25:57.043,2017-01-09 09:03:00.332,15697.054816666667,1,Home improvement,Success
Application_251196305,2016-01-15 18:38:27.863,2016-02-01 15:47:12.985,24308.752033333334,1,Not speficied,Success
Application_251218906,2016-03-12 09:39:26.778,2016-03-22 10:46:33.015,14467.103949999999,1,Home improvement,Success
Application_251304842,2016-10-23 11:23:29.300,2016-11-29 16:00:12.523,53556.72038333334,1,Existing loan takeover,Success
Application_251481063,2016-05-12 20:54:09.492,2016-05-24 17:10:22.206,17056.211900000002,1,Home improvement,Success
Application_25154984,2016-08-03 18:27:33.620,2016-08-22 11:40:59.684,26953.434400000002,1,"Other, see explanation",Success
Application_251550683,2016-04-23 15:16:45.671,2016-05-24 08:00:33.820,44203.80248333334,0,Car,Fail
Application_251581514,2016-07-04 18:04:58.590,2016-07-13 10:52:11.950,12527.222666666667,1,Existing loan takeover,Success
Application_251643830,2016-02-13 01:40:44.193,2016-03-02 09:59:31.165,26418.78286666667,1,Car,Success
Application_251670774,2016-10-25 13:51:12.296,2016-11-22 07:32:14.939,39941.044050000004,1,Existing loan takeover,Success
Application_251776757,2016-11-24 16:11:09.887,2016-12-26 08:00:28.649,45589.3127,0,Home improvement,Fail
Application_25181870,2016-11-09 12:17:22.356,2016-11-18 17:12:49.908,13255.459200000001,1,"Other, see explanation",Success
Application_251868309,2016-08-08 09:41:36.106,2016-08-22 08:19:19.660,20077.7259,1,Car,Success
Application_251924785,2016-11-19 21:27:26.893,2016-12-23 08:00:23.928,48152.95058333334,0,Car,Fail
Application_251968852,2016-09-20 07:51:28.057,2016-10-24 07:57:39.238,48966.186349999996,1,Home improvement,Success
Application_252090251,2016-02-25 17:07:09.733,2016-03-04 16:51:05.039,11503.921766666666,0,Remaining debt home,Fail
Application_252124143,2016-06-21 13:01:17.622,2016-07-22 07:59:21.106,44338.05806666667,1,Home improvement,Success
Application_252195723,2016-12-17 18:32:20.381,2017-01-19 08:00:27.622,46888.120683333334,0,Not speficied,Fail
Application_252272828,2016-10-03 11:56:24.184,2016-11-03 08:00:31.593,44404.12348333334,0,Existing loan takeover,Fail
Application_252305629,2016-03-19 20:37:34.868,2016-05-05 08:00:29.083,66922.90358333333,0,Remaining debt home,Fail
Application_252337151,2016-05-04 15:46:43.167,2016-05-11 12:12:43.926,9866.012649999999,1,Unknown,Success
Application_252468172,2016-02-05 23:23:25.875,2016-03-24 16:58:47.544,68735.36115,1,Existing loan takeover,Success
Application_252493919,2016-04-07 04:54:41.164,2016-04-21 13:30:20.185,20675.65035,1,Existing loan takeover,Success
Application_252686799,2016-06-11 11:33:13.297,2016-06-16 10:39:21.142,7146.130749999999,1,Car,Success
Application_252844139,2016-09-17 12:26:29.946,2016-10-03 10:33:35.143,22927.086616666664,1,Existing loan takeover,Success
Application_2528658,2016-12-21 16:04:06.549,2017-01-21 08:00:13.352,44156.11338333333,0,Home improvement,Fail
Application_252989873,2016-03-14 17:17:39.848,2016-04-15 08:00:59.515,45523.327783333334,0,Existing loan takeover,Fail
Application_253027902,2016-07-29 13:07:38.977,2016-08-22 10:48:45.308,34421.10551666667,1,Existing loan takeover,Success
Application_253037191,2016-02-29 15:04:18.350,2016-04-01 08:04:01.765,45659.72358333333,0,Car,Fail
Application_253215176,2016-01-26 21:35:48.804,2016-02-11 14:09:30.361,22593.692616666667,1,Home improvement,Success
Application_253227112,2016-10-24 17:58:34.907,2016-11-22 07:35:32.260,41136.955883333336,1,Car,Success
Application_253368351,2016-10-11 14:41:04.617,2016-10-24 10:59:46.015,18498.68996666667,1,Home improvement,Success
Application_253435738,2016-06-20 12:17:47.644,2016-06-29 17:24:54.867,13267.120383333333,0,Car,Fail
Application_253438961,2016-06-13 13:14:37.423,2016-06-17 15:36:00.545,5901.385366666666,1,Unknown,Success
Application_253625285,2016-04-06 15:47:49.116,2016-04-25 16:03:00.995,27375.19798333333,1,Existing loan takeover,Success
Application_25364929,2016-04-08 18:17:12.943,2016-04-21 15:31:01.721,18553.812966666665,1,Home improvement,Success
Application_253735434,2016-04-01 13:31:36.160,2016-05-05 08:00:23.693,48628.79221666666,0,Motorcycle,Fail
Application_253804994,2016-11-14 10:50:56.699,2016-11-22 07:33:56.384,11322.994750000002,1,Unknown,Success
Application_253831222,2016-10-03 12:06:52.656,2016-10-11 15:53:27.411,11746.57925,1,Extra spending limit,Success
Application_253964593,2016-11-10 13:47:12.083,2016-12-13 08:00:14.077,47173.033233333335,0,Car,Fail
Application_254045828,2016-12-27 13:11:48.017,2017-01-02 14:07:32.070,8695.734216666668,1,Car,Success
Application_254078930,2016-05-12 14:07:54.464,2016-06-01 17:08:05.737,28980.187883333336,1,Existing loan takeover,Success
Application_254135108,2016-02-07 19:14:47.512,2016-02-17 16:42:15.950,14247.473966666666,1,Home improvement,Success
Application_254140097,2016-08-21 13:14:14.970,2016-09-12 09:05:01.417,31430.774116666664,1,Existing loan takeover,Success
Application_254148246,2016-07-31 19:54:43.555,2016-09-02 08:00:26.013,46805.70763333333,0,Car,Fail
Application_254178417,2016-11-24 18:45:23.068,2016-11-30 13:55:39.232,8350.2694,1,"Other, see explanation",Success
Application_254257564,2016-04-19 23:27:42.270,2016-05-25 08:42:31.820,50954.82583333333,0,Home improvement,Fail
Application_254293856,2016-01-20 19:15:13.206,2016-02-21 08:01:00.347,45405.78568333333,0,Existing loan takeover,Fail
Application_254346617,2016-10-07 15:50:11.559,2016-10-14 08:12:11.707,9622.002466666667,0,Extra spending limit,Fail
Application_254397825,2016-06-10 14:38:03.860,2016-07-08 14:26:31.880,40308.467,0,Unknown,Fail
Application_254408458,2016-02-17 10:45:05.570,2016-03-17 09:23:05.634,41678.001066666664,0,Home improvement,Fail
Application_254429277,2016-09-14 14:24:41.527,2016-10-02 17:51:33.752,26126.87041666667,0,Home improvement,Fail
Application_254451121,2016-05-19 09:12:29.270,2016-05-26 12:59:10.429,10306.685983333333,1,Car,Success
Application_254498965,2016-07-25 16:10:11.865,2016-08-09 13:45:32.952,21455.351450000002,0,Home improvement,Fail
Application_254548341,2016-08-17 11:40:06.853,2016-08-30 15:57:58.064,18977.853516666666,1,Car,Success
Application_254575976,2016-08-30 12:48:09.715,2016-10-05 10:24:18.682,51696.149450000004,0,Car,Fail
Application_254692609,2016-01-15 11:32:20.606,2016-02-23 16:25:06.031,56452.75708333333,1,"Other, see explanation",Success
Application_254734064,2016-02-06 03:00:23.171,2016-02-15 14:46:35.499,13666.205466666666,1,Car,Success
Application_254770083,2016-06-27 11:18:33.926,2016-07-08 12:50:24.804,15931.847966666666,1,Extra spending limit,Success
Application_254793771,2016-07-19 21:17:17.742,2016-08-22 08:19:29.800,48182.20096666667,1,Existing loan takeover,Success
Application_254824641,2016-10-29 18:32:24.582,2016-11-02 10:04:47.053,5252.374516666667,0,Car,Fail
Application_254836121,2016-10-31 18:54:40.156,2016-11-01 10:34:38.409,939.9708833333333,0,Home improvement,Fail
Application_254929735,2016-10-12 22:17:51.862,2016-10-27 10:28:23.113,20890.520849999997,0,Home improvement,Fail
Application_254989130,2016-04-21 22:02:03.937,2016-05-23 08:00:39.649,45238.595199999996,0,Car,Fail
Application_255101811,2016-05-11 16:22:39.750,2016-05-23 07:29:01.145,16746.356583333334,1,Existing loan takeover,Success
Application_255142512,2016-06-21 19:41:30.369,2016-07-08 08:31:28.202,23809.963883333334,1,Car,Success
Application_255181717,2016-03-10 08:03:32.328,2016-04-10 08:00:18.686,44636.772633333334,0,Home improvement,Fail
Application_255326627,2016-10-07 11:43:02.997,2016-10-19 07:58:34.550,17055.525883333332,0,Home improvement,Fail
Application_255370233,2016-10-24 19:29:19.307,2016-11-08 10:41:50.094,21072.513116666665,1,Car,Success
Application_255424349,2016-06-14 14:35:16.106,2016-07-08 11:02:16.542,34347.00726666667,0,Home improvement,Fail
Application_255460903,2016-06-14 11:44:31.364,2016-07-12 13:42:14.049,40437.711416666665,0,Home improvement,Fail
Application_25548149,2016-01-25 10:06:30.102,2016-02-01 16:21:25.339,10454.920616666666,1,Car,Success
Application_255496047,2016-10-17 21:04:34.916,2016-11-02 18:43:37.157,22899.03735,0,Home improvement,Fail
Application_255635649,2016-07-06 17:58:04.189,2016-08-16 09:31:16.516,58533.20545,1,"Other, see explanation",Success
Application_255677723,2016-09-29 12:00:56.069,2016-10-30 08:00:20.203,44399.402233333334,0,Car,Fail
Application_255704360,2016-11-01 22:13:41.357,2016-11-07 20:23:38.456,8529.951649999999,0,Car,Fail
Application_255745903,2016-07-16 09:52:18.650,2016-08-10 16:40:51.914,36408.5544,0,"Other, see explanation",Fail
Application_255847143,2016-07-06 19:18:30.223,2016-07-22 08:30:47.455,22392.287200000002,0,Existing loan takeover,Fail
Application_255974100,2016-06-08 14:09:47.932,2016-06-16 09:02:00.020,11212.201466666667,1,Home improvement,Success
Application_256114167,2016-07-18 17:52:41.825,2016-08-03 13:32:03.975,22779.369166666664,1,Existing loan takeover,Success
Application_256120907,2016-09-28 16:22:13.160,2016-10-24 08:07:52.524,36945.65606666667,1,Home improvement,Success
Application_256346896,2016-06-13 16:01:09.352,2016-06-28 10:39:02.873,21277.892016666665,0,Car,Fail
Application_256387624,2016-05-12 17:07:59.523,2016-06-06 11:32:11.846,35664.205383333334,1,Home improvement,Success
Application_256457381,2016-11-01 13:58:17.141,2016-11-07 16:15:34.425,8777.288066666666,1,"Other, see explanation",Success
Application_256466383,2016-03-13 14:36:30.969,2016-04-22 08:05:48.708,57209.29565,1,Home improvement,Success
Application_256471538,2016-07-24 15:45:08.535,2016-09-21 11:38:36.541,84713.46676666666,1,Remaining debt home,Success
Application_256488947,2016-03-13 18:20:05.634,2016-04-17 08:00:43.882,49780.63746666667,0,Car,Fail
Application_256493525,2016-06-06 12:31:26.049,2016-06-15 13:59:53.261,13048.453533333335,0,Home improvement,Fail
Application_256521072,2016-04-20 09:31:55.038,2016-05-21 08:21:39.860,44569.74703333333,0,Unknown,Fail
Application_256596834,2016-03-20 21:28:42.877,2016-04-21 08:00:58.250,45272.25621666667,0,Car,Fail
Application_256646791,2016-03-24 19:14:47.527,2016-04-25 08:00:23.963,45405.60726666667,0,Existing loan takeover,Fail
Application_256650628,2016-01-04 21:01:27.588,2016-01-29 08:36:05.715,35254.635449999994,1,Home improvement,Success
Application_256653272,2016-02-18 15:07:38.157,2016-03-02 13:37:06.589,18629.473866666667,1,Motorcycle,Success
Application_256705596,2016-07-06 10:52:52.795,2016-07-22 08:27:38.284,22894.75815,1,Car,Success
Application_256888152,2016-02-29 12:14:01.676,2016-04-01 08:03:28.065,45829.439816666665,0,Home improvement,Fail
Application_256908432,2016-04-26 22:25:54.323,2016-05-26 09:11:58.666,42406.07238333333,0,Not speficied,Fail
Application_256910374,2016-05-24 18:17:05.054,2016-06-07 09:16:16.299,19619.187416666668,0,Caravan / Camper,Fail
Application_256935822,2016-06-22 20:11:29.382,2016-07-08 11:37:18.558,22525.8196,1,Home improvement,Success
Application_257004713,2016-08-16 17:36:28.922,2016-09-18 08:00:06.904,46943.63303333333,0,Home improvement,Fail
Application_257049161,2016-08-10 09:28:51.511,2016-08-31 14:58:45.298,30569.89645,0,Home improvement,Fail
Application_257082685,2016-10-18 22:43:26.138,2016-11-20 08:00:16.205,46636.834449999995,0,Car,Fail
Application_257109989,2016-11-23 15:31:12.622,2016-11-29 14:10:14.712,8559.034833333333,1,Car,Success
Application_257145798,2016-12-23 14:34:27.663,2017-01-23 08:20:03.135,44265.5912,1,"Other, see explanation",Success
Application_257218041,2016-12-19 23:12:40.810,2017-01-16 09:26:10.168,39493.4893,1,Home improvement,Success
Application_257274630,2016-01-09 23:26:08.968,2016-01-25 13:38:59.743,22452.84625,0,Home improvement,Fail
Application_257396106,2016-05-30 18:53:52.668,2016-06-09 13:31:44.308,14077.860666666667,1,Home improvement,Success
Application_257445744,2016-04-20 16:29:21.208,2016-05-23 09:07:27.329,47078.102016666664,1,Unknown,Success
Application_257501952,2016-05-17 12:33:08.864,2016-06-07 10:25:30.654,30112.363166666666,0,Home improvement,Fail
Application_257558141,2016-02-07 12:20:17.440,2016-03-12 08:08:19.782,48708.039033333334,0,Car,Fail
Application_257596602,2016-02-01 18:16:47.932,2016-03-05 08:01:01.732,46904.229999999996,0,"Other, see explanation",Fail
Application_257668085,2016-07-25 18:35:34.082,2016-08-04 12:42:10.036,14046.599233333334,1,"Other, see explanation",Success
Application_257756026,2016-09-18 11:54:19.049,2016-09-30 09:28:34.583,17134.2589,1,Motorcycle,Success
Application_257850762,2016-09-14 15:43:35.233,2016-09-28 11:52:35.422,19929.00315,0,Existing loan takeover,Fail
Application_257928635,2016-09-26 10:45:01.899,2016-11-25 08:00:31.607,86235.49513333333,0,Car,Fail
Application_257930732,2016-04-26 20:51:13.435,2016-05-23 11:17:28.692,38306.254283333335,1,"Other, see explanation",Success
Application_257935383,2016-01-19 19:14:01.507,2016-01-28 10:49:51.583,12455.8346,1,Home improvement,Success
Application_258023934,2016-12-16 12:03:05.267,2016-12-22 14:34:26.558,8791.35485,1,"Other, see explanation",Success
Application_258049460,2016-03-08 19:40:15.025,2016-03-28 13:56:42.794,28456.46281666667,0,Extra spending limit,Fail
Application_258190116,2016-03-21 13:58:20.676,2016-04-22 08:00:39.184,45722.30846666666,0,Car,Fail
Application_258230370,2016-09-01 13:18:39.993,2016-09-28 15:55:52.888,39037.214916666664,1,"Other, see explanation",Success
Application_258252135,2016-07-29 12:09:06.843,2016-08-15 13:49:55.878,24580.81725,1,Car,Success
Application_258320562,2016-04-09 13:51:52.907,2016-04-26 17:36:09.878,24704.28285,1,Car,Success
Application_258438517,2016-07-17 08:43:53.152,2016-07-25 16:50:32.257,12006.651749999999,1,Existing loan takeover,Success
Application_258527989,2016-07-06 11:47:41.409,2016-07-11 15:58:48.807,7451.1233,1,Car,Success
Application_258621926,2016-05-10 21:41:12.137,2016-05-19 15:53:18.414,12612.104616666667,1,Car,Success
Application_258641537,2016-03-20 18:43:50.753,2016-04-22 10:06:31.505,47002.6792,1,Existing loan takeover,Success
Application_258749628,2016-12-12 13:46:00.884,2016-12-21 09:49:59.266,12723.973033333334,1,"Other, see explanation",Success
Application_258789438,2016-02-02 16:12:26.859,2016-02-19 07:58:23.170,23985.938516666665,0,Car,Fail
Application_258843853,2016-06-23 19:40:16.979,2016-07-25 08:00:21.983,45380.0834,0,Car,Fail
Application_258924138,2016-08-17 16:48:58.216,2016-08-22 16:19:43.431,7170.753583333334,1,"Other, see explanation",Success
Application_258972625,2016-05-05 02:26:00.260,2016-05-20 09:49:52.798,22043.875633333333,0,Home improvement,Fail
Application_259138296,2016-04-26 11:12:38.553,2016-06-15 08:52:50.677,71860.20206666666,0,Car,Fail
Application_259143826,2016-01-06 22:42:58.811,2016-01-19 18:25:11.758,18462.215783333333,0,Car,Fail
Application_259183799,2016-01-06 21:02:05.822,2016-02-29 08:01:27.901,76979.36798333333,0,Home improvement,Fail
Application_259313307,2016-01-20 15:10:42.039,2016-01-26 15:43:31.257,8672.8203,0,Existing loan takeover,Fail
Application_259318563,2016-03-11 10:40:17.909,2016-03-25 10:04:53.510,20124.59335,1,Existing loan takeover,Success
Application_259359835,2016-05-02 10:16:28.776,2016-05-11 13:12:42.345,13136.22615,1,Home improvement,Success
Application_259502445,2016-10-18 20:59:40.685,2016-10-31 10:24:00.937,18084.337533333335,1,Car,Success
Application_259543267,2016-01-20 11:40:15.580,2016-02-29 08:03:17.001,57383.02368333333,0,Car,Fail
Application_259576400,2016-04-06 16:41:25.317,2016-04-19 10:04:57.804,18323.54145,1,Home improvement,Success
Application_2595810,2016-10-31 09:56:09.596,2016-12-03 08:00:36.314,47404.4453,0,"Other, see explanation",Fail
Application_259611655,2016-09-05 09:54:07.779,2016-10-06 08:00:28.001,44526.33703333334,0,Remaining debt home,Fail
Application_259612643,2016-08-31 20:31:42.831,2016-09-21 12:59:24.726,29787.69825,1,Home improvement,Success
Application_259616336,2016-05-23 20:51:18.741,2016-06-22 08:06:53.871,42435.5855,1,Home improvement,Success
Application_259698722,2016-08-18 12:48:30.754,2016-09-12 12:49:29.086,36000.9722,1,Home improvement,Success
Application_259750984,2016-07-18 15:06:38.058,2016-08-23 08:00:13.548,51413.5915,0,Car,Fail
Application_259817176,2016-12-07 14:51:41.131,2016-12-22 07:27:51.249,21156.168633333335,1,"Other, see explanation",Success
Application_259831638,2016-07-01 15:21:44.077,2016-07-22 07:16:17.188,29754.55185,1,Remaining debt home,Success
Application_259927004,2016-01-22 17:05:07.283,2016-02-22 08:00:39.779,44095.5416,0,Car,Fail
Application_260150735,2016-12-01 18:56:31.031,2016-12-22 08:04:18.130,29587.78498333333,1,Car,Success
Application_260180031,2016-06-23 12:41:31.915,2016-06-30 10:33:43.285,9952.1895,1,Car,Success
Application_260257809,2016-10-04 19:23:38.484,2016-11-04 08:00:15.689,43956.620083333335,0,Car,Fail
Application_260273104,2016-03-13 15:41:49.735,2016-04-15 08:00:55.588,47059.09755,0,Existing loan takeover,Fail
Application_260311774,2016-12-23 18:27:58.070,2017-01-23 08:00:09.394,44012.188733333336,0,Existing loan takeover,Fail
Application_260393872,2016-07-12 10:36:40.006,2016-07-19 15:33:31.868,10376.864366666667,1,Home improvement,Success
Application_26040025,2016-02-29 09:57:00.470,2016-03-16 17:22:57.906,23485.957266666668,1,Car,Success
Application_260474379,2016-06-22 18:48:29.815,2016-08-23 15:14:32.995,89066.053,1,Remaining debt home,Success
Application_260549775,2016-04-04 18:34:21.419,2016-04-18 10:25:26.396,19671.08295,1,Home improvement,Success
Application_260580298,2016-01-10 12:24:22.917,2016-01-19 09:58:22.812,12813.99825,1,Existing loan takeover,Success
Application_260635392,2016-09-18 17:14:03.119,2016-11-22 08:19:03.698,93065.00964999999,1,Existing loan takeover,Success
Application_260702936,2016-10-22 21:06:32.274,2016-11-30 11:38:00.182,55591.46513333333,1,Not speficied,Success
Application_260763961,2016-08-25 14:03:17.423,2016-09-12 10:18:48.647,25695.520399999998,1,Home improvement,Success
Application_260822015,2016-03-07 13:17:49.459,2016-04-07 08:01:22.022,44323.54271666667,0,Existing loan takeover,Fail
Application_260872741,2016-07-15 16:58:38.915,2016-08-23 10:43:27.089,55784.8029,1,"Other, see explanation",Success
Application_260956049,2016-05-24 10:23:53.578,2016-05-26 09:31:08.483,2827.248416666667,0,Unknown,Fail
Application_260963824,2016-09-25 18:52:42.989,2016-10-04 09:58:31.922,12425.81555,0,Home improvement,Fail
Application_261020841,2016-12-22 13:45:30.843,2016-12-29 14:14:34.142,10109.054983333333,1,Unknown,Success
Application_261099714,2016-07-17 15:08:11.865,2016-07-22 14:49:26.587,7181.245366666667,1,Home improvement,Success
Application_261369076,2016-05-21 21:16:16.797,2016-05-31 13:15:50.364,13919.55945,1,Car,Success
Application_261376160,2016-04-12 11:30:04.214,2016-04-20 17:15:59.156,11865.915700000001,1,Unknown,Success
Application_261385641,2016-01-31 17:32:07.900,2016-02-22 08:08:17.763,31116.164383333333,1,Existing loan takeover,Success
