case,case_duration_minutes,loan_success,duration_bin,duration_order,LoanOutcome
Application_2127274531,16268.26865,1,10.1 – 15.1 days,1,Success
Application_2127289160,25904.09415,1,15.1 – 25.2 days,2,Success
Application_2127436939,39603.72141666667,1,25.2 – 31.9 days,3,Success
Application_2127502880,55604.63071666667,1,31.9 – 286.1 days,4,Success
Application_2127561074,46722.491733333336,1,31.9 – 286.1 days,4,Success
Application_2127568235,21927.1603,1,15.1 – 25.2 days,2,Success
Application_2127576522,32393.7897,1,15.1 – 25.2 days,2,Success
Application_2127586761,12484.922733333333,0,0.0 – 10.1 days,0,Fail
Application_2127589264,14707.0814,0,10.1 – 15.1 days,1,Fail
Application_2127679401,41434.31291666666,0,25.2 – 31.9 days,3,Fail
Application_212769454,10246.1046,0,0.0 – 10.1 days,0,Fail
Application_212775744,44396.42721666666,0,25.2 – 31.9 days,3,Fail
Application_212776372,46994.76976666667,0,31.9 – 286.1 days,4,Fail
Application_2127831807,14131.740216666663,1,0.0 – 10.1 days,0,Success
Application_2127858700,19639.55315,1,10.1 – 15.1 days,1,Success
Application_2127935931,36423.15008333333,1,25.2 – 31.9 days,3,Success
Application_2128012720,44299.0082,0,25.2 – 31.9 days,3,Fail
Application_2128019508,61561.20755000001,1,31.9 – 286.1 days,4,Success
Application_2128083660,85.56743333333334,0,0.0 – 10.1 days,0,Fail
Application_2128128445,22646.48525,1,15.1 – 25.2 days,2,Success
Application_2128172349,123542.14906666668,0,31.9 – 286.1 days,4,Fail
Application_2128190681,16147.687800000002,1,10.1 – 15.1 days,1,Success
Application_2128191185,47183.04325,0,31.9 – 286.1 days,4,Fail
Application_212827687,30331.98591666667,1,15.1 – 25.2 days,2,Success
Application_212828596,43702.49855,1,25.2 – 31.9 days,3,Success
Application_2128359005,22716.72265,1,15.1 – 25.2 days,2,Success
Application_2128555575,17745.66615,1,10.1 – 15.1 days,1,Success
Application_2128607275,45376.6995,0,25.2 – 31.9 days,3,Fail
Application_212872364,15559.320916666667,1,10.1 – 15.1 days,1,Success
Application_2128830510,52418.66341666667,0,31.9 – 286.1 days,4,Fail
Application_212887220,25860.132800000003,0,15.1 – 25.2 days,2,Fail
Application_212902333,44348.78658333333,0,25.2 – 31.9 days,3,Fail
Application_2129032264,14993.816166666666,1,10.1 – 15.1 days,1,Success
Application_2129089731,12800.0896,1,0.0 – 10.1 days,0,Success
Application_212917570,18625.729616666667,0,10.1 – 15.1 days,1,Fail
Application_2129274341,35508.3049,1,15.1 – 25.2 days,2,Success
Application_212928330,86599.83593333334,0,31.9 – 286.1 days,4,Fail
Application_2129390146,23444.868716666664,1,15.1 – 25.2 days,2,Success
Application_2129423925,14507.734133333332,1,0.0 – 10.1 days,0,Success
Application_2129515607,49840.72575,1,31.9 – 286.1 days,4,Success
Application_2129672828,44112.14105,0,25.2 – 31.9 days,3,Fail
Application_2129754208,31121.09895,1,15.1 – 25.2 days,2,Success
Application_2129809170,44397.51925,1,25.2 – 31.9 days,3,Success
Application_2130042723,14632.832833333332,1,10.1 – 15.1 days,1,Success
Application_2130061505,36845.89458333333,1,25.2 – 31.9 days,3,Success
Application_2130079799,14207.89435,1,0.0 – 10.1 days,0,Success
Application_2130181334,14290.521466666663,1,0.0 – 10.1 days,0,Success
Application_2130195515,110981.3589,1,31.9 – 286.1 days,4,Success
Application_2130202525,14583.149016666666,1,10.1 – 15.1 days,1,Success
Application_2130263468,63776.83476666667,1,31.9 – 286.1 days,4,Success
Application_213029581,11657.314716666668,0,0.0 – 10.1 days,0,Fail
Application_2130486641,80813.92196666666,1,31.9 – 286.1 days,4,Success
Application_2130506567,29952.751516666667,1,15.1 – 25.2 days,2,Success
Application_2130538791,29886.3778,1,15.1 – 25.2 days,2,Success
Application_2130538842,32531.074,1,15.1 – 25.2 days,2,Success
Application_2130655155,25558.41558333333,1,15.1 – 25.2 days,2,Success
Application_2130663585,44323.899516666665,0,25.2 – 31.9 days,3,Fail
Application_2130847812,9548.912133333331,0,0.0 – 10.1 days,0,Fail
Application_2130892046,12736.938816666669,1,0.0 – 10.1 days,0,Success
Application_2131037404,45467.50443333333,0,25.2 – 31.9 days,3,Fail
Application_2131053606,45942.78468333333,0,25.2 – 31.9 days,3,Fail
Application_2131061580,14664.103066666668,1,10.1 – 15.1 days,1,Success
Application_2131147799,12845.596133333334,0,0.0 – 10.1 days,0,Fail
Application_2131158409,22989.99148333333,1,15.1 – 25.2 days,2,Success
Application_2131199353,49514.703733333336,0,31.9 – 286.1 days,4,Fail
Application_2131204416,29744.24793333333,1,15.1 – 25.2 days,2,Success
Application_2131234472,15431.263666666666,1,10.1 – 15.1 days,1,Success
Application_2131249132,65712.54195,0,31.9 – 286.1 days,4,Fail
Application_2131260692,21295.0877,0,10.1 – 15.1 days,1,Fail
Application_2131294819,24377.4699,1,15.1 – 25.2 days,2,Success
Application_2131314372,16059.98325,1,10.1 – 15.1 days,1,Success
Application_2131387077,12815.1373,1,0.0 – 10.1 days,0,Success
Application_2131402595,32843.9111,1,15.1 – 25.2 days,2,Success
Application_2131472816,18955.050150000003,1,10.1 – 15.1 days,1,Success
Application_2131487871,45198.87893333333,0,25.2 – 31.9 days,3,Fail
Application_2131534113,19836.36403333333,1,10.1 – 15.1 days,1,Success
Application_2131538680,12419.516883333334,1,0.0 – 10.1 days,0,Success
Application_2131614944,31046.7951,1,15.1 – 25.2 days,2,Success
Application_2131674188,34544.548416666665,0,15.1 – 25.2 days,2,Fail
Application_2131721658,19077.228666666662,1,10.1 – 15.1 days,1,Success
Application_2131766598,22777.4373,1,15.1 – 25.2 days,2,Success
Application_2131770838,19688.288383333336,0,10.1 – 15.1 days,1,Fail
Application_2131822593,23038.90735,1,15.1 – 25.2 days,2,Success
Application_213182586,22075.368850000003,1,15.1 – 25.2 days,2,Success
Application_2131837815,18796.904566666668,1,10.1 – 15.1 days,1,Success
Application_2131846420,37070.24901666667,1,25.2 – 31.9 days,3,Success
Application_2131850883,23814.40515,1,15.1 – 25.2 days,2,Success
Application_213186581,56194.19781666667,1,31.9 – 286.1 days,4,Success
Application_2131877840,38851.29426666666,1,25.2 – 31.9 days,3,Success
Application_2132100576,12432.167066666669,1,0.0 – 10.1 days,0,Success
Application_2132102931,10117.969116666667,1,0.0 – 10.1 days,0,Success
Application_213211686,11378.3014,1,0.0 – 10.1 days,0,Success
Application_2132219362,44394.31193333333,0,25.2 – 31.9 days,3,Fail
Application_2132280763,26192.878966666663,1,15.1 – 25.2 days,2,Success
Application_2132288368,45069.86635,0,25.2 – 31.9 days,3,Fail
Application_2132368419,32937.64185,1,15.1 – 25.2 days,2,Success
Application_2132446560,44155.62563333334,0,25.2 – 31.9 days,3,Fail
Application_2132530543,19588.52,0,10.1 – 15.1 days,1,Fail
Application_2132598561,11610.54305,1,0.0 – 10.1 days,0,Success
Application_2132830273,34337.06876666666,1,15.1 – 25.2 days,2,Success
Application_2132979342,21858.31883333333,1,15.1 – 25.2 days,2,Success
Application_2133003419,27552.25881666667,1,15.1 – 25.2 days,2,Success
Application_2133089583,24212.297366666666,1,15.1 – 25.2 days,2,Success
Application_2133141854,44495.9098,0,25.2 – 31.9 days,3,Fail
Application_2133247369,44209.874833333335,0,25.2 – 31.9 days,3,Fail
Application_2133319602,15570.378883333333,1,10.1 – 15.1 days,1,Success
Application_2133333772,11701.4894,1,0.0 – 10.1 days,0,Success
Application_2133375401,8029.330433333333,0,0.0 – 10.1 days,0,Fail
Application_2133380122,12522.302,1,0.0 – 10.1 days,0,Success
Application_2133432057,10338.006683333331,0,0.0 – 10.1 days,0,Fail
Application_2133669748,44159.06878333333,0,25.2 – 31.9 days,3,Fail
Application_2133672696,22811.35068333333,1,15.1 – 25.2 days,2,Success
Application_2133818678,20088.564866666668,1,10.1 – 15.1 days,1,Success
Application_2133828413,44405.53753333333,0,25.2 – 31.9 days,3,Fail
Application_213383484,48141.6797,0,31.9 – 286.1 days,4,Fail
Application_2133942481,16799.2146,1,10.1 – 15.1 days,1,Success
Application_2133960776,47210.71821666667,1,31.9 – 286.1 days,4,Success
Application_2134045142,13220.3858,1,0.0 – 10.1 days,0,Success
Application_21340691,53159.5849,1,31.9 – 286.1 days,4,Success
Application_2134111316,95.43766666666669,0,0.0 – 10.1 days,0,Fail
Application_2134114845,18133.9894,1,10.1 – 15.1 days,1,Success
Application_2134267865,21420.4221,0,10.1 – 15.1 days,1,Fail
Application_2134299171,18256.78795,0,10.1 – 15.1 days,1,Fail
Application_2134329256,30191.331133333333,1,15.1 – 25.2 days,2,Success
Application_2134379778,12731.177183333337,0,0.0 – 10.1 days,0,Fail
Application_2134387332,58899.08845,0,31.9 – 286.1 days,4,Fail
Application_2134398068,46960.25986666667,0,31.9 – 286.1 days,4,Fail
Application_2134430711,11606.80435,1,0.0 – 10.1 days,0,Success
Application_2134473273,45869.82853333333,0,25.2 – 31.9 days,3,Fail
Application_213454046,14975.01045,0,10.1 – 15.1 days,1,Fail
Application_2134544778,29877.01695,1,15.1 – 25.2 days,2,Success
Application_2134600507,7362.728766666667,1,0.0 – 10.1 days,0,Success
Application_2134761513,45924.5192,0,25.2 – 31.9 days,3,Fail
Application_213481315,27036.68505,1,15.1 – 25.2 days,2,Success
Application_2134836084,45752.1157,0,25.2 – 31.9 days,3,Fail
Application_2134840042,45561.493050000005,1,25.2 – 31.9 days,3,Success
Application_2135063716,40171.38885,1,25.2 – 31.9 days,3,Success
Application_2135089873,27897.32443333333,0,15.1 – 25.2 days,2,Fail
Application_213538350,32054.08093333333,1,15.1 – 25.2 days,2,Success
Application_213549612,19972.9544,1,10.1 – 15.1 days,1,Success
Application_2135601106,21228.417966666668,1,10.1 – 15.1 days,1,Success
Application_2135622798,34547.81328333334,1,15.1 – 25.2 days,2,Success
Application_2135643654,32819.585133333334,1,15.1 – 25.2 days,2,Success
Application_2135704432,28676.788566666663,1,15.1 – 25.2 days,2,Success
Application_2135795705,19761.3869,1,10.1 – 15.1 days,1,Success
Application_213580893,27212.52563333333,1,15.1 – 25.2 days,2,Success
Application_2135821422,48587.56436666667,0,31.9 – 286.1 days,4,Fail
Application_2135846806,51162.20976666667,0,31.9 – 286.1 days,4,Fail
Application_2135909273,52814.129,1,31.9 – 286.1 days,4,Success
Application_2135911462,44560.598483333335,0,25.2 – 31.9 days,3,Fail
Application_2135934356,44131.01758333333,0,25.2 – 31.9 days,3,Fail
Application_2135977945,7194.849116666666,1,0.0 – 10.1 days,0,Success
Application_2135984446,26812.327466666666,1,15.1 – 25.2 days,2,Success
Application_2136019929,42474.133916666666,0,25.2 – 31.9 days,3,Fail
Application_2136075162,18270.101133333334,1,10.1 – 15.1 days,1,Success
Application_2136101614,20028.043283333336,0,10.1 – 15.1 days,1,Fail
Application_21361855,35778.90915,1,15.1 – 25.2 days,2,Success
Application_2136362552,29872.199266666667,1,15.1 – 25.2 days,2,Success
Application_2136368398,46754.73966666667,0,31.9 – 286.1 days,4,Fail
Application_2136433658,21450.18736666667,1,10.1 – 15.1 days,1,Success
Application_2136453974,47612.001533333336,0,31.9 – 286.1 days,4,Fail
Application_2136464858,20427.77888333333,1,10.1 – 15.1 days,1,Success
Application_2136573543,35926.9744,1,15.1 – 25.2 days,2,Success
Application_2136585657,47005.25511666667,0,31.9 – 286.1 days,4,Fail
Application_2136614713,30310.9582,1,15.1 – 25.2 days,2,Success
Application_213664539,15814.64895,0,10.1 – 15.1 days,1,Fail
Application_2136722402,31401.675583333334,1,15.1 – 25.2 days,2,Success
Application_2136785979,35790.06863333333,0,15.1 – 25.2 days,2,Fail
Application_2136837930,21557.60695,0,10.1 – 15.1 days,1,Fail
Application_2136879434,44034.14065,0,25.2 – 31.9 days,3,Fail
Application_2136882806,45662.19088333334,0,25.2 – 31.9 days,3,Fail
Application_2136916351,68681.87028333334,0,31.9 – 286.1 days,4,Fail
Application_213692545,44441.8262,0,25.2 – 31.9 days,3,Fail
Application_2136928337,15888.8131,1,10.1 – 15.1 days,1,Success
Application_2137021339,12883.13045,0,0.0 – 10.1 days,0,Fail
Application_2137050722,34082.30826666667,1,15.1 – 25.2 days,2,Success
Application_213710034,2816.781466666667,0,0.0 – 10.1 days,0,Fail
Application_2137234048,5994.030433333333,1,0.0 – 10.1 days,0,Success
Application_2137242855,10835.242133333337,1,0.0 – 10.1 days,0,Success
Application_2137261298,45557.5094,0,25.2 – 31.9 days,3,Fail
Application_2137284046,49172.29756666666,0,31.9 – 286.1 days,4,Fail
Application_2137333928,1250.7775,0,0.0 – 10.1 days,0,Fail
Application_213736891,34387.526066666665,1,15.1 – 25.2 days,2,Success
Application_2137378775,56892.27215,1,31.9 – 286.1 days,4,Success
Application_2137411951,9833.43585,1,0.0 – 10.1 days,0,Success
Application_2137490741,5851.06155,0,0.0 – 10.1 days,0,Fail
Application_213750846,13756.859566666668,0,0.0 – 10.1 days,0,Fail
Application_2137522026,13969.071983333331,1,0.0 – 10.1 days,0,Success
Application_2137603606,15860.762566666666,1,10.1 – 15.1 days,1,Success
Application_2137837243,23067.34685,1,15.1 – 25.2 days,2,Success
Application_2137965722,49132.401633333335,0,31.9 – 286.1 days,4,Fail
Application_2137992191,26276.4187,1,15.1 – 25.2 days,2,Success
Application_2138031605,11272.6616,0,0.0 – 10.1 days,0,Fail
Application_2138066492,17114.609099999998,1,10.1 – 15.1 days,1,Success
Application_2138121259,12687.735,1,0.0 – 10.1 days,0,Success
Application_2138293651,9861.821866666667,0,0.0 – 10.1 days,0,Fail
Application_2138403514,44089.77758333333,0,25.2 – 31.9 days,3,Fail
Application_2138438586,30061.99003333333,1,15.1 – 25.2 days,2,Success
Application_2138666881,15259.05025,1,10.1 – 15.1 days,1,Success
Application_213878489,18239.229866666665,1,10.1 – 15.1 days,1,Success
Application_2138840421,44076.11428333333,0,25.2 – 31.9 days,3,Fail
Application_2138986034,18586.920066666666,1,10.1 – 15.1 days,1,Success
Application_2139041320,46610.37405,1,31.9 – 286.1 days,4,Success
Application_2139120117,45175.18241666666,0,25.2 – 31.9 days,3,Fail
Application_2139135868,16553.798383333335,0,10.1 – 15.1 days,1,Fail
Application_2139182850,50000.57388333334,0,31.9 – 286.1 days,4,Fail
Application_2139299948,57458.16368333333,1,31.9 – 286.1 days,4,Success
Application_2139351766,54547.483250000005,1,31.9 – 286.1 days,4,Success
Application_2139370843,46705.64978333333,0,31.9 – 286.1 days,4,Fail
Application_2139497576,9982.66555,0,0.0 – 10.1 days,0,Fail
Application_21395051,14217.032583333332,1,0.0 – 10.1 days,0,Success
Application_2139576211,15168.861833333332,0,10.1 – 15.1 days,1,Fail
Application_2139692519,20099.47741666667,1,10.1 – 15.1 days,1,Success
Application_213975281,44223.58415,0,25.2 – 31.9 days,3,Fail
Application_2139758289,47225.98298333333,0,31.9 – 286.1 days,4,Fail
Application_2139807728,35558.02665,1,15.1 – 25.2 days,2,Success
Application_2139831844,47072.99825,0,31.9 – 286.1 days,4,Fail
Application_2139889803,27601.70863333333,1,15.1 – 25.2 days,2,Success
Application_2140007826,28831.1416,1,15.1 – 25.2 days,2,Success
Application_214000838,70347.71313333332,0,31.9 – 286.1 days,4,Fail
Application_2140040466,30391.03018333333,1,15.1 – 25.2 days,2,Success
Application_2140045431,84606.70303333334,0,31.9 – 286.1 days,4,Fail
Application_2140141136,60285.09768333333,1,31.9 – 286.1 days,4,Success
Application_2140144820,47293.49235,0,31.9 – 286.1 days,4,Fail
Application_2140295223,52573.069383333335,0,31.9 – 286.1 days,4,Fail
Application_2140321814,13530.899983333333,0,0.0 – 10.1 days,0,Fail
Application_2140388661,31800.00745,1,15.1 – 25.2 days,2,Success
Application_2140398412,11303.778450000002,1,0.0 – 10.1 days,0,Success
Application_2140491052,25645.693033333333,1,15.1 – 25.2 days,2,Success
Application_2140500802,35645.28131666667,1,15.1 – 25.2 days,2,Success
Application_2140560070,37112.73835,1,25.2 – 31.9 days,3,Success
Application_2140598609,36041.80881666667,0,15.1 – 25.2 days,2,Fail
Application_214061440,13932.642783333336,0,0.0 – 10.1 days,0,Fail
Application_2140670803,9528.839716666667,1,0.0 – 10.1 days,0,Success
Application_21407155,62447.50066666667,0,31.9 – 286.1 days,4,Fail
Application_2140721724,8553.974933333333,1,0.0 – 10.1 days,0,Success
Application_2140770767,33336.34753333333,1,15.1 – 25.2 days,2,Success
Application_2140778990,25329.034,0,15.1 – 25.2 days,2,Fail
Application_21413923,20194.977000000003,1,10.1 – 15.1 days,1,Success
Application_2141432503,25661.3852,0,15.1 – 25.2 days,2,Fail
Application_2141471086,52803.94565,1,31.9 – 286.1 days,4,Success
Application_21414722,16867.213666666667,1,10.1 – 15.1 days,1,Success
Application_2141502911,17467.116083333334,0,10.1 – 15.1 days,1,Fail
Application_2141543573,20058.835783333336,1,10.1 – 15.1 days,1,Success
Application_214156122,18768.995133333334,1,10.1 – 15.1 days,1,Success
Application_2141581748,41678.280966666665,1,25.2 – 31.9 days,3,Success
Application_214162594,46684.004700000005,0,31.9 – 286.1 days,4,Fail
Application_2141629750,24335.63525,1,15.1 – 25.2 days,2,Success
Application_2141699002,47120.3876,0,31.9 – 286.1 days,4,Fail
Application_2141730530,13882.389583333334,0,0.0 – 10.1 days,0,Fail
Application_2141808398,30177.862616666665,0,15.1 – 25.2 days,2,Fail
Application_2141829754,16117.675666666668,1,10.1 – 15.1 days,1,Success
Application_2141937893,44317.75791666667,0,25.2 – 31.9 days,3,Fail
Application_2141999798,11452.68875,1,0.0 – 10.1 days,0,Success
Application_2142018582,49582.39101666667,0,31.9 – 286.1 days,4,Fail
Application_2142045957,374177.6998333333,0,31.9 – 286.1 days,4,Fail
Application_2142068408,71592.1124,0,31.9 – 286.1 days,4,Fail
Application_2142077264,16088.024233333334,1,10.1 – 15.1 days,1,Success
Application_2142123728,21665.105416666665,1,10.1 – 15.1 days,1,Success
Application_2142142895,30049.407716666665,1,15.1 – 25.2 days,2,Success
Application_2142233304,45734.76271666666,0,25.2 – 31.9 days,3,Fail
Application_2142391256,27186.44943333333,1,15.1 – 25.2 days,2,Success
Application_2142479419,46693.28826666667,0,31.9 – 286.1 days,4,Fail
Application_2142516993,44011.44365,0,25.2 – 31.9 days,3,Fail
Application_2142547096,23034.51838333333,1,15.1 – 25.2 days,2,Success
Application_2142581054,21878.8971,1,15.1 – 25.2 days,2,Success
Application_2142719268,33140.33131666666,1,15.1 – 25.2 days,2,Success
Application_2142863124,11366.310683333331,0,0.0 – 10.1 days,0,Fail
Application_2142896665,19215.970683333333,1,10.1 – 15.1 days,1,Success
Application_2142897957,44306.4684,0,25.2 – 31.9 days,3,Fail
Application_2143102476,38264.68105,1,25.2 – 31.9 days,3,Success
Application_2143136172,70622.15318333333,1,31.9 – 286.1 days,4,Success
Application_2143151465,71802.35386666666,1,31.9 – 286.1 days,4,Success
Application_2143271804,16192.24495,1,10.1 – 15.1 days,1,Success
Application_2143310324,27241.821366666663,1,15.1 – 25.2 days,2,Success
Application_2143365352,45706.15225,0,25.2 – 31.9 days,3,Fail
Application_2143427516,9866.425716666668,1,0.0 – 10.1 days,0,Success
Application_214347964,22973.889366666663,1,15.1 – 25.2 days,2,Success
Application_2143631402,11891.520866666666,1,0.0 – 10.1 days,0,Success
Application_2143661118,29455.10378333333,1,15.1 – 25.2 days,2,Success
Application_2143744897,5796.849433333334,1,0.0 – 10.1 days,0,Success
Application_214380816,58555.34485,0,31.9 – 286.1 days,4,Fail
Application_2143922919,84264.33286666666,0,31.9 – 286.1 days,4,Fail
Application_2143933622,20389.19843333333,0,10.1 – 15.1 days,1,Fail
Application_2143984717,50244.913166666665,0,31.9 – 286.1 days,4,Fail
Application_2143988715,31612.940016666667,1,15.1 – 25.2 days,2,Success
Application_2144108594,45381.4965,0,25.2 – 31.9 days,3,Fail
Application_2144121980,25803.7906,0,15.1 – 25.2 days,2,Fail
Application_2144122462,52604.50674999999,0,31.9 – 286.1 days,4,Fail
Application_214412662,36014.33318333333,1,15.1 – 25.2 days,2,Success
Application_2144131288,23300.89353333333,1,15.1 – 25.2 days,2,Success
Application_2144151820,20390.15308333333,0,10.1 – 15.1 days,1,Fail
Application_2144168420,25461.28493333333,1,15.1 – 25.2 days,2,Success
Application_2144168642,15758.583,1,10.1 – 15.1 days,1,Success
Application_2144399616,11324.309283333334,0,0.0 – 10.1 days,0,Fail
Application_2144451517,5711.5311833333335,0,0.0 – 10.1 days,0,Fail
Application_2144494680,45219.43741666667,0,25.2 – 31.9 days,3,Fail
Application_214453134,13933.288116666668,1,0.0 – 10.1 days,0,Success
Application_214453442,45338.40478333333,0,25.2 – 31.9 days,3,Fail
Application_2144565738,9423.607733333334,0,0.0 – 10.1 days,0,Fail
Application_2144651857,13068.847933333334,1,0.0 – 10.1 days,0,Success
Application_2144661227,18613.634316666667,1,10.1 – 15.1 days,1,Success
Application_2144796153,64163.32308333333,0,31.9 – 286.1 days,4,Fail
Application_2144802001,32818.388283333334,1,15.1 – 25.2 days,2,Success
Application_2144842406,73648.49484999999,1,31.9 – 286.1 days,4,Success
Application_2144848347,25733.650833333333,1,15.1 – 25.2 days,2,Success
Application_2144860637,10319.023683333333,1,0.0 – 10.1 days,0,Success
Application_2144874964,16611.99196666667,1,10.1 – 15.1 days,1,Success
Application_2144876360,22428.491516666665,1,15.1 – 25.2 days,2,Success
Application_2144895256,47401.205,0,31.9 – 286.1 days,4,Fail
Application_2144993835,16996.54088333333,0,10.1 – 15.1 days,1,Fail
Application_2145048800,14780.861716666666,1,10.1 – 15.1 days,1,Success
Application_2145055012,19499.297866666668,1,10.1 – 15.1 days,1,Success
Application_2145184299,8309.938233333332,0,0.0 – 10.1 days,0,Fail
Application_2145337963,16633.812183333335,1,10.1 – 15.1 days,1,Success
Application_2145345254,45512.13221666667,0,25.2 – 31.9 days,3,Fail
Application_2145347941,44337.26085,0,25.2 – 31.9 days,3,Fail
Application_214534974,59949.04133333333,0,31.9 – 286.1 days,4,Fail
Application_2145481541,34270.45178333334,0,15.1 – 25.2 days,2,Fail
Application_2145603515,24542.38895,1,15.1 – 25.2 days,2,Success
Application_2145809863,33321.03878333334,0,15.1 – 25.2 days,2,Fail
Application_2145834654,14391.680783333331,1,0.0 – 10.1 days,0,Success
Application_2145853328,24555.74081666667,0,15.1 – 25.2 days,2,Fail
Application_2145932809,15735.601283333332,0,10.1 – 15.1 days,1,Fail
Application_2145965847,13039.69335,1,0.0 – 10.1 days,0,Success
Application_2146016025,4448.6863,0,0.0 – 10.1 days,0,Fail
Application_2146276332,23961.2833,1,15.1 – 25.2 days,2,Success
Application_2146282520,45272.56718333333,0,25.2 – 31.9 days,3,Fail
Application_2146296643,82906.53528333333,1,31.9 – 286.1 days,4,Success
Application_2146359852,12634.869116666669,1,0.0 – 10.1 days,0,Success
Application_2146510026,23078.365266666668,1,15.1 – 25.2 days,2,Success
Application_2146513747,7083.998616666667,0,0.0 – 10.1 days,0,Fail
Application_2146549572,34381.8019,1,15.1 – 25.2 days,2,Success
Application_2146617069,48832.68581666667,0,31.9 – 286.1 days,4,Fail
Application_2146712838,40365.550233333335,1,25.2 – 31.9 days,3,Success
Application_2146781818,44091.24898333333,0,25.2 – 31.9 days,3,Fail
Application_2146802304,33912.073983333335,1,15.1 – 25.2 days,2,Success
Application_2146875573,85837.88688333334,0,31.9 – 286.1 days,4,Fail
Application_2147069097,46709.6541,1,31.9 – 286.1 days,4,Success
Application_2147147129,18682.14965,1,10.1 – 15.1 days,1,Success
Application_2147170228,47314.93633333334,0,31.9 – 286.1 days,4,Fail
Application_2147201499,18598.6935,1,10.1 – 15.1 days,1,Success
Application_2147356192,40061.24965,1,25.2 – 31.9 days,3,Success
Application_214838038,77089.48224999999,1,31.9 – 286.1 days,4,Success
Application_214938001,15918.335866666666,1,10.1 – 15.1 days,1,Success
Application_214939523,38595.62661666667,1,25.2 – 31.9 days,3,Success
Application_214993756,20449.58635,1,10.1 – 15.1 days,1,Success
Application_215068330,19860.28558333333,1,10.1 – 15.1 days,1,Success
Application_215118209,44150.97413333333,0,25.2 – 31.9 days,3,Fail
Application_215134358,21848.67705,0,15.1 – 25.2 days,2,Fail
Application_215162392,22617.70345,1,15.1 – 25.2 days,2,Success
Application_215182354,41099.1906,1,25.2 – 31.9 days,3,Success
Application_21536851,19839.984466666665,1,10.1 – 15.1 days,1,Success
Application_215437353,30116.778766666663,0,15.1 – 25.2 days,2,Fail
Application_215579251,29147.96285,0,15.1 – 25.2 days,2,Fail
Application_215596279,14311.826983333332,0,0.0 – 10.1 days,0,Fail
Application_215620397,30175.42255,1,15.1 – 25.2 days,2,Success
Application_215646616,25680.142866666665,1,15.1 – 25.2 days,2,Success
Application_215669251,11358.89965,1,0.0 – 10.1 days,0,Success
Application_215707926,57571.47586666667,1,31.9 – 286.1 days,4,Success
Application_215812182,11202.8247,1,0.0 – 10.1 days,0,Success
Application_215823677,45271.846066666665,0,25.2 – 31.9 days,3,Fail
Application_21585776,11187.987283333332,1,0.0 – 10.1 days,0,Success
Application_215908767,11122.39375,1,0.0 – 10.1 days,0,Success
Application_215910058,48135.257666666665,0,31.9 – 286.1 days,4,Fail
Application_215914032,14608.16945,1,10.1 – 15.1 days,1,Success
Application_216019835,45572.381,0,25.2 – 31.9 days,3,Fail
Application_216061222,12401.412416666666,0,0.0 – 10.1 days,0,Fail
Application_21610314,5457.751383333333,0,0.0 – 10.1 days,0,Fail
Application_216123233,30516.628816666667,1,15.1 – 25.2 days,2,Success
Application_216175162,10458.377016666667,1,0.0 – 10.1 days,0,Success
Application_216184154,23251.7232,0,15.1 – 25.2 days,2,Fail
Application_216211515,50903.79678333333,0,31.9 – 286.1 days,4,Fail
Application_216273399,74670.39088333333,0,31.9 – 286.1 days,4,Fail
Application_216310730,14196.8113,1,0.0 – 10.1 days,0,Success
Application_21634629,24831.690866666668,1,15.1 – 25.2 days,2,Success
Application_21634890,38613.66299999999,0,25.2 – 31.9 days,3,Fail
Application_216366422,12470.05135,1,0.0 – 10.1 days,0,Success
Application_216431641,20343.11955,1,10.1 – 15.1 days,1,Success
Application_216444008,14463.558283333334,1,0.0 – 10.1 days,0,Success
Application_216490542,5612.45155,1,0.0 – 10.1 days,0,Success
Application_216567343,45869.46,1,25.2 – 31.9 days,3,Success
Application_2167227,44027.29421666667,0,25.2 – 31.9 days,3,Fail
Application_216754029,43417.63041666667,1,25.2 – 31.9 days,3,Success
Application_216896195,14922.756966666666,1,10.1 – 15.1 days,1,Success
Application_217025274,38123.1216,1,25.2 – 31.9 days,3,Success
Application_217044343,40160.88425,1,25.2 – 31.9 days,3,Success
Application_217082987,44154.703850000005,0,25.2 – 31.9 days,3,Fail
Application_217107990,8176.8846,0,0.0 – 10.1 days,0,Fail
Application_217121981,21142.20651666667,1,10.1 – 15.1 days,1,Success
Application_217163587,38088.3811,1,25.2 – 31.9 days,3,Success
Application_217222116,11591.259033333334,1,0.0 – 10.1 days,0,Success
Application_217304207,14144.1096,0,0.0 – 10.1 days,0,Fail
Application_217476941,45470.002433333335,0,25.2 – 31.9 days,3,Fail
Application_217533223,45395.11223333333,0,25.2 – 31.9 days,3,Fail
Application_217630695,13073.524883333332,0,0.0 – 10.1 days,0,Fail
Application_217634970,27059.92868333333,1,15.1 – 25.2 days,2,Success
Application_217646360,57804.8274,1,31.9 – 286.1 days,4,Success
Application_217655029,44623.17724999999,0,25.2 – 31.9 days,3,Fail
Application_217659158,44635.53005,0,25.2 – 31.9 days,3,Fail
Application_217687957,97284.35671666666,1,31.9 – 286.1 days,4,Success
Application_217776112,44042.1072,0,25.2 – 31.9 days,3,Fail
Application_217974632,49700.46978333333,0,31.9 – 286.1 days,4,Fail
Application_218009115,46832.07725,0,31.9 – 286.1 days,4,Fail
Application_218073218,47135.4095,0,31.9 – 286.1 days,4,Fail
